Wavelength(nm),I[w/(m^2*lambda)]
3115.0,0.021830773689320383
3116.0,0.021141693786407772
3117.0,0.022170651941747575
3118.0,0.022257279417475732
3119.0,0.02219845737864078
3120.0,0.022200200388349512
3121.0,0.02216732470588236
3122.0,0.022121846213592238
3123.0,0.022115933529411772
3124.0,0.022095265631067958
3125.0,0.022044014509803922
3126.0,0.02204834757281554
3127.0,0.021575510098039215
3128.0,0.021988063137254897
3129.0,0.021821323137254902
3130.0,0.02191019578431373
3131.0,0.021795596274509808
3132.0,0.021882024705882352
3133.0,0.021836850490196076
3134.0,0.021831231666666673
3135.0,0.021735206078431372
3136.0,0.02173313118811881
3137.0,0.021716278137254907
3138.0,0.02172809514851485
3139.0,0.021654926862745106
3140.0,0.021680854455445542
3141.0,0.02164958205882353
3142.0,0.02154474415841584
3143.0,0.021598444950495052
3144.0,0.021576338118811884
3145.0,0.021543680980392162
3146.0,0.021508433465346543
3147.0,0.021413254851485142
3148.0,0.021409322900000003
3149.0,0.021445410495049506
3150.0,0.021417794752475253
3151.0,0.021297606336633662
3152.0,0.020208311399999998
3153.0,0.02133315128712871
3154.0,0.021307932673267325
3155.0,0.021290624
3156.0,0.021254630099999998
3157.0,0.021205718712871288
3158.0,0.0211000774
3159.0,0.021178271399999997
3160.0,0.021127876099999998
3161.0,0.0211281839
3162.0,0.021103363199999996
3163.0,0.021039553599999997
3164.0,0.021058273300000003
3165.0,0.0209567688
3166.0,0.020974308999999997
3167.0,0.0209666104
3168.0,0.020956356767676772
3169.0,0.020927056700000005
3170.0,0.02068815555555556
3171.0,0.020845123300000004
3172.0,0.020854274848484847
3173.0,0.02078264525252525
3174.0,0.020751806499999997
3175.0,0.020779705252525253
3176.0,0.02075798626262626
3177.0,0.0207332301010101
3178.0,0.020665341010101007
3179.0,0.020631282424242423
3180.0,0.020650087070707073
3181.0,0.020460669191919193
3182.0,0.020592596565656568
3183.0,0.020549027244897957
3184.0,0.020526318787878788
3185.0,0.02053726787878788
3186.0,0.02050477775510204
3187.0,0.02048690181818182
3188.0,0.020359645510204083
3189.0,0.020440739183673468
3190.0,0.02040033080808081
3191.0,0.020387923469387757
3192.0,0.020354057551020408
3193.0,0.020301294285714287
3194.0,0.020312454897959183
3195.0,0.020298243265306125
3196.0,0.020266224693877552
3197.0,0.02024012857142857
3198.0,0.020216921340206185
3199.0,0.020201690204081635
3200.0,0.020148800510204085
3201.0,0.01991705701030928
3202.0,0.02012457326530612
3203.0,0.02010559082474227
3204.0,0.019964707653061225
3205.0,0.02005926144329897
3206.0,0.020020364432989688
3207.0,0.01991245755102041
3208.0,0.019989599072164948
3209.0,0.019966206391752575
3210.0,0.019919536391752576
3211.0,0.019889935670103092
3212.0,0.019891294639175258
3213.0,0.019870956082474224
3214.0,0.019833040515463918
3215.0,0.019693948229166664
3216.0,0.019782119793814435
3217.0,0.019571918865979383
3218.0,0.019562223125
3219.0,0.019712546597938144
3220.0,0.01970900479166667
3221.0,0.01969411257731959
3222.0,0.019663710625
3223.0,0.01960925427083333
3224.0,0.0195076865625
3225.0,0.019605886701030927
3226.0,0.019571769583333332
3227.0,0.01954548572916667
3228.0,0.019508205520833332
3229.0,0.019475828854166665
3230.0,0.01944811442105263
3231.0,0.0194301540625
3232.0,0.019416084479166665
3233.0,0.01942080677083333
3234.0,0.019308911368421052
3235.0,0.019378675520833333
3236.0,0.019348287894736842
3237.0,0.019329029895833332
3238.0,0.019301966842105264
3239.0,0.019243235894736845
3240.0,0.019224921145833334
3241.0,0.019238486736842104
3242.0,0.01917630547368421
3243.0,0.01897496305263158
3244.0,0.019166611578947366
3245.0,0.019148683789473684
3246.0,0.019116056631578945
3247.0,0.019107463052631578
3248.0,0.019092139684210523
3249.0,0.01907745776595745
3250.0,0.01905630894736842
3251.0,0.019018973684210527
3252.0,0.019004744999999997
3253.0,0.01899108431578948
3254.0,0.018925693191489363
3255.0,0.01894928357894737
3256.0,0.01891319191489362
3257.0,0.018878376914893618
3258.0,0.018886455
3259.0,0.018870575531914895
3260.0,0.018850173473684208
3261.0,0.01882902255319149
3262.0,0.018807846276595742
3263.0,0.018760912872340427
3264.0,0.01877038182795699
3265.0,0.018748687659574468
3266.0,0.018701616382978722
3267.0,0.018710210531914895
3268.0,0.01868981172043011
3269.0,0.018634659042553195
3270.0,0.018637869892473114
3271.0,0.018640159148936172
3272.0,0.018621413333333333
3273.0,0.018598043404255322
3274.0,0.018579191290322584
3275.0,0.018549242795698927
3276.0,0.018444983978494624
3277.0,0.01844932688172043
3278.0,0.018478618817204303
3279.0,0.01845438752688172
3280.0,0.018449059784946237
3281.0,0.018387455483870968
3282.0,0.018345832150537637
3283.0,0.018295092688172043
3284.0,0.018347874301075272
3285.0,0.01822950119565217
3286.0,0.018295468817204303
3287.0,0.01828449065217391
3288.0,0.018251244838709674
3289.0,0.018228558804347827
3290.0,0.018191344516129034
3291.0,0.01809464456521739
3292.0,0.018015926630434782
3293.0,0.017912986344086022
3294.0,0.01788784760869565
3295.0,0.017820164891304346
3296.0,0.01772039282608696
3297.0,0.0175580275
3298.0,0.01754896967391304
3299.0,0.01781044206521739
3300.0,0.017878163586956524
3301.0,0.01787981912087912
3302.0,0.01791222641304348
3303.0,0.017829030760869568
3304.0,0.01790839945054945
3305.0,0.017794943804347825
3306.0,0.01792211901098901
3307.0,0.01792190695652174
3308.0,0.017910766593406593
3309.0,0.017886927282608697
3310.0,0.01776450978021978
3311.0,0.017868292307692307
3312.0,0.017850720329670326
3313.0,0.01778731098901099
3314.0,0.017803733736263736
3315.0,0.017796058571428568
3316.0,0.017746349230769235
3317.0,0.017374906483516486
3318.0,0.017110452417582418
3319.0,0.01751244857142857
3320.0,0.015894646593406593
3321.0,0.01750703111111111
3322.0,0.01764692131868132
3323.0,0.017611075444444447
3324.0,0.01758979714285714
3325.0,0.017560009555555554
3326.0,0.017515916043956043
3327.0,0.01755210544444445
3328.0,0.017498971
3329.0,0.017365167472527473
3330.0,0.01743014511111111
3331.0,0.01747282666666667
3332.0,0.01745172388888889
3333.0,0.01740248022222222
3334.0,0.01740166611111111
3335.0,0.01733814088888889
3336.0,0.017310105
3337.0,0.017309992444444443
3338.0,0.017267793033707863
3339.0,0.017219709333333333
3340.0,0.01713738755555555
3341.0,0.017127891460674158
3342.0,0.017195644666666666
3343.0,0.01715170426966292
3344.0,0.017162066888888886
3345.0,0.017137044719101123
3346.0,0.01708505820224719
3347.0,0.01712163111111111
3348.0,0.017102510674157304
3349.0,0.017070471685393256
3350.0,0.01701916988764045
3351.0,0.01704770651685393
3352.0,0.01698360258426966
3353.0,0.01671470235955056
3354.0,0.016896839213483145
3355.0,0.016944943595505618
3356.0,0.016862566179775284
3357.0,0.01691895477272727
3358.0,0.016912748651685395
3359.0,0.016889185617977528
3360.0,0.01685634625
3361.0,0.016834946966292137
3362.0,0.016837341931818184
3363.0,0.01681921595505618
3364.0,0.016798420795454547
3365.0,0.016686956818181817
3366.0,0.01669174808988764
3367.0,0.016725799318181817
3368.0,0.016714905568181816
3369.0,0.01665356852272727
3370.0,0.016302167045454546
3371.0,0.016583631363636362
3372.0,0.016633208295454546
3373.0,0.016465918068181817
3374.0,0.016415781249999997
3375.0,0.016592743068181818
3376.0,0.01658696551724138
3377.0,0.01653694943181818
3378.0,0.016398841022727276
3379.0,0.01649044896551724
3380.0,0.01649854522727273
3381.0,0.01645329252873563
3382.0,0.016302149204545455
3383.0,0.01634641517241379
3384.0,0.0164455291954023
3385.0,0.0164261975
3386.0,0.01635023195402299
3387.0,0.016347534022988507
3388.0,0.016356421034482756
3389.0,0.016322489195402298
3390.0,0.01634096954022988
3391.0,0.016233165172413792
3392.0,0.01616733471264368
3393.0,0.016242941034482757
3394.0,0.01620768724137931
3395.0,0.01621755563218391
3396.0,0.016176938023255812
3397.0,0.015381576206896553
3398.0,0.016097461149425292
3399.0,0.015898064418604654
3400.0,0.01616255011494253
3401.0,0.01541388279069767
3402.0,0.016022825697674423
3403.0,0.01606581793103449
3404.0,0.016093366976744183
3405.0,0.016028271046511625
3406.0,0.016017517816091953
3407.0,0.015984697325581394
3408.0,0.015947318139534882
3409.0,0.01583804976744186
3410.0,0.015935718139534885
3411.0,0.01594792441860465
3412.0,0.01592833069767442
3413.0,0.015898495697674424
3414.0,0.015860567882352943
3415.0,0.015700456976744184
3416.0,0.015491329069767445
3417.0,0.015783876000000002
3418.0,0.01580625302325581
3419.0,0.01578060488372093
3420.0,0.015792206941176473
3421.0,0.01576284
3422.0,0.015738521176470587
3423.0,0.015731853176470585
3424.0,0.01570885930232558
3425.0,0.015656248705882354
3426.0,0.01563016188235294
3427.0,0.015539384470588235
3428.0,0.015548332470588233
3429.0,0.01562914011764706
3430.0,0.015613144705882353
3431.0,0.015570572470588233
3432.0,0.015569390117647065
3433.0,0.015557300588235297
3434.0,0.015539134352941176
3435.0,0.015511725294117646
3436.0,0.015478984047619045
3437.0,0.01548420129411765
3438.0,0.015453636823529413
3439.0,0.015326335476190474
3440.0,0.015417292941176471
3441.0,0.01535289857142857
3442.0,0.015321022500000003
3443.0,0.015358808470588233
3444.0,0.015348313333333334
3445.0,0.015335579404761905
3446.0,0.015323237647058825
3447.0,0.015312813214285716
3448.0,0.015223052738095237
3449.0,0.015237557142857143
3450.0,0.015255401190476192
3451.0,0.015240920595238096
3452.0,0.015210256785714289
3453.0,0.015210965833333331
3454.0,0.015161953095238092
3455.0,0.01517513795180723
3456.0,0.015130542023809524
3457.0,0.015099163452380953
3458.0,0.015005332168674699
3459.0,0.015041747976190477
3460.0,0.015059194698795181
3461.0,0.015029479285714284
3462.0,0.014997093493975907
3463.0,0.015034602142857144
3464.0,0.015032979759036143
3465.0,0.015013792168674699
3466.0,0.014920973214285715
3467.0,0.014874513855421686
3468.0,0.014953006987951807
3469.0,0.014919185301204818
3470.0,0.014938889397590357
3471.0,0.014925569638554216
3472.0,0.014837933373493978
3473.0,0.014795355421686748
3474.0,0.014862583614457829
3475.0,0.014863271204819279
3476.0,0.01484762963414634
3477.0,0.014808122650602407
3478.0,0.014812837710843374
3479.0,0.014795360731707315
3480.0,0.014764083012048191
3481.0,0.01466271646341463
3482.0,0.014728629518072288
3483.0,0.014727156829268293
3484.0,0.014721441325301206
3485.0,0.014649154756097562
3486.0,0.014658764756097563
3487.0,0.01468000518072289
3488.0,0.01460409756097561
3489.0,0.014633487926829267
3490.0,0.014634151097560973
3491.0,0.014534600853658536
3492.0,0.014495718902439024
3493.0,0.014503411951219514
3494.0,0.014444799268292683
3495.0,0.014534801219512195
3496.0,0.014527794024390247
3497.0,0.014514784197530864
3498.0,0.014485749390243902
3499.0,0.014380685975609757
3500.0,0.014468960975609757
3501.0,0.014223328641975305
3502.0,0.014358344634146343
3503.0,0.014361466543209878
3504.0,0.01435831707317073
3505.0,0.014378233086419756
3506.0,0.014390332345679012
3507.0,0.014379938536585365
3508.0,0.014330197654320987
3509.0,0.01422365654320988
3510.0,0.014291368271604939
3511.0,0.014291794320987653
3512.0,0.014281073703703705
3513.0,0.014137071341463416
3514.0,0.014249794074074073
3515.0,0.014202768
3516.0,0.014200707160493826
3517.0,0.014188029012345683
3518.0,0.014110588888888888
3519.0,0.014162736172839505
3520.0,0.014091074749999998
3521.0,0.014136933950617285
3522.0,0.014094025185185188
3523.0,0.014122742875
3524.0,0.013812350370370369
3525.0,0.014114756624999999
3526.0,0.014078045679012344
3527.0,0.014011964500000001
3528.0,0.013982213500000002
3529.0,0.014005060864197533
3530.0,0.014037656249999999
3531.0,0.013963951375
3532.0,0.01393927075
3533.0,0.01387816525
3534.0,0.013945533950617284
3535.0,0.01393890275
3536.0,0.01389401275
3537.0,0.01387787316455696
3538.0,0.013712781499999998
3539.0,0.013806483249999998
3540.0,0.013786794125000001
3541.0,0.013805386624999999
3542.0,0.013717209493670888
3543.0,0.013780388125000001
3544.0,0.013704893625
3545.0,0.013757630886075952
3546.0,0.013799123000000002
3547.0,0.013771089113924051
3548.0,0.013755838749999999
3549.0,0.013719917848101266
3550.0,0.01367216225
3551.0,0.013693375822784808
3552.0,0.013689659367088606
3553.0,0.013690721518987344
3554.0,0.013667834556962024
3555.0,0.013655133
3556.0,0.013589679493670886
3557.0,0.013583762151898734
3558.0,0.013598624430379748
3559.0,0.013496557848101266
3560.0,0.013441262405063287
3561.0,0.013564294487179485
3562.0,0.013534887848101267
3563.0,0.01354637481012658
3564.0,0.01353174012658228
3565.0,0.013505693717948719
3566.0,0.013494448860759494
3567.0,0.013484668987341769
3568.0,0.013473604999999998
3569.0,0.01343184151898734
3570.0,0.013393951153846157
3571.0,0.013350176962025314
3572.0,0.013407414999999997
3573.0,0.013384743461538458
3574.0,0.013358733037974684
3575.0,0.013351436666666664
3576.0,0.013329066794871792
3577.0,0.013314855384615383
3578.0,0.013309718846153848
3579.0,0.013121246794871796
3580.0,0.013236717820512821
3581.0,0.013262602307692307
3582.0,0.01317616974358974
3583.0,0.01314446166666667
3584.0,0.013222915256410256
3585.0,0.013213098717948717
3586.0,0.013205541794871793
3587.0,0.013163971168831171
3588.0,0.013175376538461542
3589.0,0.013132727179487179
3590.0,0.013115019999999998
3591.0,0.013080844102564106
3592.0,0.013082846883116882
3593.0,0.013100578333333335
3594.0,0.013092856753246755
3595.0,0.013074385384615384
3596.0,0.01302871025974026
3597.0,0.01298830103896104
3598.0,0.013050737532467532
3599.0,0.013028765512820515
3600.0,0.013008493766233769
3601.0,0.012990764675324677
3602.0,0.012993996103896104
3603.0,0.012965528181818183
3604.0,0.012968236623376624
3605.0,0.012943045844155846
3606.0,0.012877852857142857
3607.0,0.01291792155844156
3608.0,0.012915178051948051
3609.0,0.012900929078947368
3610.0,0.012890915974025974
3611.0,0.012872683376623374
3612.0,0.012865268684210526
3613.0,0.012852494285714286
3614.0,0.012812216493506494
3615.0,0.01280841157894737
3616.0,0.0128143087012987
3617.0,0.012798463815789474
3618.0,0.01278383407894737
3619.0,0.012772642857142857
3620.0,0.012764444473684211
3621.0,0.012746799078947369
3622.0,0.012739222727272728
3623.0,0.01264462855263158
3624.0,0.012667305131578948
3625.0,0.012675661842105262
3626.0,0.012685937894736841
3627.0,0.012674569868421052
3628.0,0.012661164210526316
3629.0,0.012649996315789473
3630.0,0.012604696842105263
3631.0,0.012492502499999999
3632.0,0.012611811315789473
3633.0,0.012589518133333333
3634.0,0.012562379605263158
3635.0,0.012569489473684211
3636.0,0.0124987544
3637.0,0.012504661973684212
3638.0,0.012484002666666666
3639.0,0.012419937368421051
3640.0,0.0123894164
3641.0,0.012001184605263157
3642.0,0.012402113466666668
3643.0,0.01247744157894737
3644.0,0.012375338133333332
3645.0,0.0123607848
3646.0,0.012430233733333332
3647.0,0.012440126578947368
3648.0,0.012363227466666666
3649.0,0.012388293466666667
3650.0,0.012378434399999999
3651.0,0.012378384933333333
3652.0,0.012353872533333332
3653.0,0.012359287200000001
3654.0,0.0123470012
3655.0,0.0123414724
3656.0,0.012321848243243245
3657.0,0.012322038933333335
3658.0,0.012257275333333333
3659.0,0.0120132832
3660.0,0.012229785405405405
3661.0,0.012239119333333333
3662.0,0.012249687297297297
3663.0,0.012193244933333335
3664.0,0.012228804594594595
3665.0,0.012179569466666668
3666.0,0.012199715135135134
3667.0,0.012156221733333333
3668.0,0.012088548108108109
3669.0,0.012142858243243243
3670.0,0.012141232666666668
3671.0,0.01192231445945946
3672.0,0.012052335810810812
3673.0,0.012123676216216217
3674.0,0.012112989459459461
3675.0,0.012111326756756757
3676.0,0.012095175945945946
3677.0,0.01175709283783784
3678.0,0.012031180405405406
3679.0,0.011493137027027029
3680.0,0.011995976216216215
3681.0,0.011997024864864864
3682.0,0.011842054794520548
3683.0,0.01146410918918919
3684.0,0.011945178378378378
3685.0,0.011967984931506848
3686.0,0.011970127027027027
3687.0,0.011953487972972974
3688.0,0.011950939041095891
3689.0,0.011942367567567566
3690.0,0.011926445479452054
3691.0,0.011912730273972603
3692.0,0.011896387432432435
3693.0,0.011880227260273973
3694.0,0.011865178356164383
3695.0,0.011844955135135133
3696.0,0.01185039095890411
3697.0,0.011671573698630137
3698.0,0.011463710410958906
3699.0,0.011451200958904109
3700.0,0.011798103287671233
3701.0,0.01176291808219178
3702.0,0.011784828493150686
3703.0,0.011770272876712328
3704.0,0.011754179863013699
3705.0,0.011735989589041098
3706.0,0.011688585890410958
3707.0,0.01167409652777778
3708.0,0.011685269178082193
3709.0,0.01158897397260274
3710.0,0.011667825342465755
3711.0,0.011650740694444444
3712.0,0.011654667123287672
3713.0,0.01162730111111111
3714.0,0.011600977534246574
3715.0,0.011335035416666667
3716.0,0.011562177534246574
3717.0,0.011592550416666667
3718.0,0.011542926527777778
3719.0,0.011544271643835615
3720.0,0.01155360888888889
3721.0,0.01156053486111111
3722.0,0.011459791666666667
3723.0,0.011476374722222222
3724.0,0.011485119315068492
3725.0,0.011452588611111111
3726.0,0.011481000138888888
3727.0,0.011488250694444445
3728.0,0.011450293333333333
3729.0,0.011426733333333335
3730.0,0.011416965352112677
3731.0,0.011414943750000002
3732.0,0.01138710888888889
3733.0,0.011380498749999999
3734.0,0.01136677625
3735.0,0.011317736619718312
3736.0,0.011263538055555555
3737.0,0.01126659957746479
3738.0,0.011238698055555557
3739.0,0.01112658111111111
3740.0,0.010970691408450702
3741.0,0.010941781805555556
3742.0,0.01109181366197183
3743.0,0.011181380985915493
3744.0,0.0112113525
3745.0,0.011180350140845072
3746.0,0.010869639014084508
3747.0,0.011202442112676056
3748.0,0.011209306527777777
3749.0,0.011169916760563376
3750.0,0.011191364788732394
3751.0,0.011180028591549295
3752.0,0.01118784309859155
3753.0,0.011123132676056337
3754.0,0.01115123
3755.0,0.011149292253521126
3756.0,0.011144572676056338
3757.0,0.011112862394366197
3758.0,0.01112051557142857
3759.0,0.011104654366197182
3760.0,0.011086388591549298
3761.0,0.011082427183098589
3762.0,0.011009181571428571
3763.0,0.011043263661971833
3764.0,0.011037098428571429
3765.0,0.01103643676056338
3766.0,0.01101738915492958
3767.0,0.011006418142857143
3768.0,0.010984388714285715
3769.0,0.010941757746478873
3770.0,0.010963401857142856
3771.0,0.010943833380281688
3772.0,0.010951325
3773.0,0.010931151285714286
3774.0,0.010910831714285715
3775.0,0.010910381714285716
3776.0,0.010898926901408451
3777.0,0.010860407714285715
3778.0,0.01087786014285714
3779.0,0.010849542857142857
3780.0,0.01085054685714286
3781.0,0.010828494000000001
3782.0,0.01082125057142857
3783.0,0.010777091304347826
3784.0,0.010802288
3785.0,0.010795915
3786.0,0.010775755285714282
3787.0,0.010777532999999999
3788.0,0.010766450144927534
3789.0,0.010736901857142857
3790.0,0.010744376571428573
3791.0,0.010731854347826088
3792.0,0.010711317857142858
3793.0,0.010707797971014493
3794.0,0.010695233857142859
3795.0,0.010666898405797102
3796.0,0.010673829130434784
3797.0,0.010664789
3798.0,0.010655343188405797
3799.0,0.01064326507246377
3800.0,0.010614471571428571
3801.0,0.010617964492753625
3802.0,0.010600376811594201
3803.0,0.010600041304347826
3804.0,0.010594628550724638
3805.0,0.010581708985507246
3806.0,0.010572117681159421
3807.0,0.010566109420289854
3808.0,0.010556078985507245
3809.0,0.010544506231884057
3810.0,0.010523635652173916
3811.0,0.01051106724637681
3812.0,0.010514713913043478
3813.0,0.010479345217391304
3814.0,0.010495398529411766
3815.0,0.010453380579710144
3816.0,0.010454307536231883
3817.0,0.010468338382352942
3818.0,0.010429873623188406
3819.0,0.01044560347826087
3820.0,0.010439541911764704
3821.0,0.010410753333333335
3822.0,0.01041427161764706
3823.0,0.01038817536231884
3824.0,0.01040112088235294
3825.0,0.010396024705882353
3826.0,0.010379984927536234
3827.0,0.010373127941176471
3828.0,0.010368153823529411
3829.0,0.010339955294117647
3830.0,0.010353037352941177
3831.0,0.010345484927536234
3832.0,0.010330654852941178
3833.0,0.01032492676470588
3834.0,0.01031227838235294
3835.0,0.010200951176470588
3836.0,0.010257371470588236
3837.0,0.01029155838235294
3838.0,0.010256387205882353
3839.0,0.010240874776119402
3840.0,0.010259131470588233
3841.0,0.01025602823529412
3842.0,0.0102505125
3843.0,0.010214147313432837
3844.0,0.01023414794117647
3845.0,0.010207369411764705
3846.0,0.01022520313432836
3847.0,0.010221070588235294
3848.0,0.010218424558823531
3849.0,0.010207564925373133
3850.0,0.010164890597014926
3851.0,0.010171562794117649
3852.0,0.010191552686567164
3853.0,0.010130359705882355
3854.0,0.010078189552238806
3855.0,0.0101626123880597
3856.0,0.010162646176470587
3857.0,0.010056734477611939
3858.0,0.010125266268656717
3859.0,0.010100449402985075
3860.0,0.010135323582089554
3861.0,0.010136745970149253
3862.0,0.010131614925373133
3863.0,0.009804359402985074
3864.0,0.010068272835820897
3865.0,0.01004588313432836
3866.0,0.009537529850746268
3867.0,0.008596724179104478
3868.0,0.009878238656716418
3869.0,0.009945988507462688
3870.0,0.009742436363636362
3871.0,0.010042020447761195
3872.0,0.009851011940298509
3873.0,0.009654371343283582
3874.0,0.009918517424242422
3875.0,0.009867415671641788
3876.0,0.009956439090909092
3877.0,0.010024892089552238
3878.0,0.009830838030303029
3879.0,0.009990193582089552
3880.0,0.009815174545454546
3881.0,0.009782840895522385
3882.0,0.009946922424242423
3883.0,0.009824334848484849
3884.0,0.009732840149253732
3885.0,0.009949078484848484
3886.0,0.009831190454545455
3887.0,0.009796255303030302
3888.0,0.00944564878787879
3889.0,0.00959863791044776
3890.0,0.00960532696969697
3891.0,0.009560992424242425
3892.0,0.009711678484848484
3893.0,0.009776077424242424
3894.0,0.009631925454545456
3895.0,0.009669220606060605
3896.0,0.009581754615384618
3897.0,0.009682756515151518
3898.0,0.009472841969696971
3899.0,0.009599356818181819
3900.0,0.009685997121212124
3901.0,0.009506237538461538
3902.0,0.009748124545454545
3903.0,0.009565269393939395
3904.0,0.009730650000000002
3905.0,0.009721218181818182
3906.0,0.009409964769230771
3907.0,0.009590911666666667
3908.0,0.009687229230769232
3909.0,0.009363202575757575
3910.0,0.009474998923076924
3911.0,0.009282095757575756
3912.0,0.009251732153846155
3913.0,0.009510282615384615
3914.0,0.009610500303030305
3915.0,0.009603966615384617
3916.0,0.009578670615384614
3917.0,0.009581977692307692
3918.0,0.009513436153846155
3919.0,0.009564570615384616
3920.0,0.009543024153846155
3921.0,0.009533290454545457
3922.0,0.009535775384615383
3923.0,0.009501164
3924.0,0.00944468921875
3925.0,0.009484135384615384
3926.0,0.009456058461538464
3927.0,0.009457427846153846
3928.0,0.009423215076923076
3929.0,0.009436236307692308
3930.0,0.00937616890625
3931.0,0.009415396307692307
3932.0,0.009348009692307693
3933.0,0.009403216406250001
3934.0,0.009268024153846153
3935.0,0.009264427999999998
3936.0,0.0093674703125
3937.0,0.009344492923076922
3938.0,0.00935048375
3939.0,0.009341592769230772
3940.0,0.00934555640625
3941.0,0.009321433593750001
3942.0,0.009279071230769232
3943.0,0.009307270312500001
3944.0,0.009251008281249999
3945.0,0.009257247230769232
3946.0,0.009260015937500001
3947.0,0.0092704796875
3948.0,0.0092786453125
3949.0,0.009270404999999999
3950.0,0.009143743125000001
3951.0,0.00911679646153846
3952.0,0.0091380534375
3953.0,0.00923230734375
3954.0,0.0092307096875
3955.0,0.009213464285714285
3956.0,0.0092156565625
3957.0,0.0092045709375
3958.0,0.009200188593749999
3959.0,0.00911911078125
3960.0,0.00917856515625
3961.0,0.009168689841269843
3962.0,0.00916760296875
3963.0,0.00916369203125
3964.0,0.009137356984126986
3965.0,0.00914386515625
3966.0,0.00910214875
3967.0,0.009116542857142855
3968.0,0.009083022812500001
3969.0,0.008787465555555558
3970.0,0.00888080484375
3971.0,0.009047825714285716
3972.0,0.009099448412698413
3973.0,0.009083434375000001
3974.0,0.009005243333333334
3975.0,0.008693791428571426
3976.0,0.009061157499999998
3977.0,0.009052479682539681
3978.0,0.009018819682539684
3979.0,0.00896138365079365
3980.0,0.00858156523809524
3981.0,0.008910795396825396
3982.0,0.008922495238095237
3983.0,0.008950052222222223
3984.0,0.008953976825396824
3985.0,0.008865761111111113
3986.0,0.00863127873015873
3987.0,0.008722112857142857
3988.0,0.008836465873015873
3989.0,0.008765146507936507
3990.0,0.008779705555555555
3991.0,0.008844571111111112
3992.0,0.00888294693548387
3993.0,0.008912251111111113
3994.0,0.008914446825396825
3995.0,0.008848885806451613
3996.0,0.008661905714285713
3997.0,0.008817760634920636
3998.0,0.008755979516129034
3999.0,0.00861603365079365
4000.0,0.008650647741935483
4001.0,0.008622200158730157
4002.0,0.008807180967741933
4003.0,0.008791003333333334
4004.0,0.00878906870967742
4005.0,0.008779579193548387
4006.0,0.008736705555555556
4007.0,0.008734337580645162
4008.0,0.008761680967741934
4009.0,0.00874913129032258
4010.0,0.008750781111111113
4011.0,0.008687326129032258
4012.0,0.008765579032258062
4013.0,0.008734839677419354
4014.0,0.008743661935483872
4015.0,0.008537483548387096
4016.0,0.008578265322580644
4017.0,0.00862860612903226
4018.0,0.008684013387096774
4019.0,0.00867740370967742
4020.0,0.00863698870967742
4021.0,0.008623589677419354
4022.0,0.008644278852459013
4023.0,0.008643620000000001
4024.0,0.008660256612903225
4025.0,0.008659700806451611
4026.0,0.008539425901639341
4027.0,0.008640129677419351
4028.0,0.008640638387096774
4029.0,0.008633859344262296
4030.0,0.008622770645161289
4031.0,0.008620118360655736
4032.0,0.00860939435483871
4033.0,0.008517599836065572
4034.0,0.00847959564516129
4035.0,0.008539047540983608
4036.0,0.00857829451612903
4037.0,0.008573046229508196
4038.0,0.008471939016393442
4039.0,0.008487470967741936
4040.0,0.008544197704918032
4041.0,0.00854359442622951
4042.0,0.008529615737704919
4043.0,0.00851540935483871
4044.0,0.008207452459016395
4045.0,0.008450835573770493
4046.0,0.008486950491803279
4047.0,0.00846530557377049
4048.0,0.008446963770491804
4049.0,0.008405685245901639
4050.0,0.008336202459016392
4051.0,0.00809863737704918
4052.0,0.00742901
4053.0,0.007925754098360657
4054.0,0.008139701666666666
4055.0,0.00833252393442623
4056.0,0.00836955213114754
4057.0,0.008380952131147541
4058.0,0.008357673606557377
4059.0,0.008167757
4060.0,0.008102557213114755
4061.0,0.008340834426229508
4062.0,0.00832991
4063.0,0.008366975081967215
4064.0,0.008340847333333335
4065.0,0.008181307868852458
4066.0,0.008319590833333333
4067.0,0.00828970524590164
4068.0,0.008323910666666667
4069.0,0.008235160983606556
4070.0,0.008195560499999999
4071.0,0.008260850166666665
4072.0,0.008267346393442622
4073.0,0.008280472166666667
4074.0,0.0082515915
4075.0,0.008261787666666666
4076.0,0.008239517868852459
4077.0,0.008239009166666665
4078.0,0.008218607666666666
4079.0,0.008224390333333335
4080.0,0.008148574666666667
4081.0,0.008186834666666667
4082.0,0.008188106833333333
4083.0,0.008083245000000001
4084.0,0.00816436
4085.0,0.008166704666666667
4086.0,0.008146944833333333
4087.0,0.008143107333333332
4088.0,0.007944995500000001
4089.0,0.008058163389830508
4090.0,0.008122369666666667
4091.0,0.008106943166666667
4092.0,0.0080832625
4093.0,0.008078432372881356
4094.0,0.008083466000000001
4095.0,0.008080228
4096.0,0.008072464915254237
4097.0,0.0080422385
4098.0,0.008051572033898306
4099.0,0.008051789333333333
4100.0,0.008017331694915255
4101.0,0.008006484333333333
4102.0,0.007922667966101695
4103.0,0.008017660166666666
4104.0,0.008011498135593221
4105.0,0.007987014237288134
4106.0,0.007990258666666666
4107.0,0.007977047966101694
4108.0,0.007966123559322033
4109.0,0.00795624661016949
4110.0,0.007935071833333333
4111.0,0.0076596557627118655
4112.0,0.007915710677966101
4113.0,0.00794093440677966
4114.0,0.007936398813559321
4115.0,0.007925797457627119
4116.0,0.007916738813559322
4117.0,0.007912191355932203
4118.0,0.007902356779661017
4119.0,0.00789557152542373
4120.0,0.007884825254237287
4121.0,0.00788226813559322
